Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO
157,Ricky Bottalico,2002-01-08,Philadelphia Phillies,PHI,32,0.4,8,430,15,1,2,0,1,0,0,.133,.133,.267,.400,27,35,4.00,1.383,430,0,114,488.2,428,58,248,459
158,Juan Gonzalez,2002-01-08,Texas Rangers,CLE,32,10.2,13,1503,5824,957,1727,397,1282,23,417,.297,.345,.568,.913,,,,,,,,,,,,
159,Keith Lockhart,2002-01-08,Atlanta Braves,ATL,37,0.2,8,789,1877,238,504,36,228,30,155,.269,.324,.393,.716,,,,,,,,,,,,
160,Reggie Sanders,2002-01-08,San Francisco Giants,ARI,34,7.4,11,1167,4144,718,1112,195,630,229,489,.268,.350,.484,.834,,,,,,,,,,,,
161,Dan Smith,2002-01-08,Montreal Expos,CLE,26,-0.6,2,22,24,3,2,0,1,0,3,.083,.185,.083,.269,4,9,6.10,1.591,22,17,0,93.0,106,12,42,73
162,Luis Sojo,2002-01-08,New York Yankees,NYY,37,0.0,12,845,2567,300,671,36,261,28,124,.261,.298,.353,.651,,,,,,,,,,,,
163,Joey Hamilton,2002-01-07,Cincinnati Reds,CIN,31,0.3,8,201,308,16,36,4,21,0,8,.117,.138,.179,.316,70,63,4.29,1.401,200,192,0,1205.1,1251,116,438,802
164,T.J. Mathews,2002-01-07,Houston Astros,STL,32,1.1,7,350,10,0,0,0,0,0,1,.000,.091,.000,.091,32,26,3.84,1.309,350,0,16,417.0,387,47,159,344
165,Jose Rijo,2002-01-07,Cincinnati Reds,CIN,37,0.4,13,346,429,25,83,2,29,2,8,.193,.208,.238,.446,111,87,3.15,1.256,345,260,3,1803.0,1621,134,643,1568
166,Donnie Sadler,2002-01-07,Kansas City Royals,KCR,27,0.2,4,249,515,81,110,5,34,16,34,.214,.268,.301,.569,,,,,,,,,,,,
167,Mark Watson,2002-01-07,Chicago Cubs,CLE,28,-0.2,1,6,0,0,0,0,0,0,0,,,,,0,1,8.53,2.211,6,0,0,6.1,12,0,2,4
168,Jed Hansen,2002-01-06,Kansas City Royals,KCR,29,-0.9,4,,,,,,,,,,,,,,,,,,,,,,,,
169,Scott Service,2002-01-05,Pittsburgh Pirates,CIN,35,-0.9,10,285,16,0,1,0,1,0,0,.063,.063,.063,.125,19,19,4.90,1.485,284,1,15,361.2,373,47,164,361
170,Chris Nichting,2002-01-04,Colorado Rockies,CIN,36,-0.1,3,63,1,1,0,0,0,0,0,.000,.000,.000,.000,0,3,5.59,1.718,63,0,1,75.2,104,9,26,53
171,Aaron Sele,2002-01-04,Anaheim Angels,SEA,32,8.7,9,242,19,2,2,0,1,0,1,.105,.150,.158,.308,107,68,4.33,1.451,242,241,0,1466.1,1580,137,548,1082
172,Mike Morgan,2002-01-03,Arizona Diamondbacks,ARI,42,0.8,21,568,497,13,54,0,15,0,13,.109,.132,.119,.251,140,185,4.22,1.399,568,411,8,2738.1,2902,263,929,1390
173,Kimera Bartee,2002-01-02,Chicago Cubs,COL,29,0.2,6,243,416,69,90,4,33,36,36,.216,.282,.298,.580,,,,,,,,,,,,
174,Scott Hatteberg,2002-01-02,Oakland Athletics,COL,32,-0.4,7,454,1310,163,350,34,159,1,175,.267,.357,.414,.771,,,,,,,,,,,,
175,Mike Holtz,2002-01-02,Oakland Athletics,ANA,29,-0.5,6,301,1,0,0,0,0,0,0,.000,.000,.000,.000,14,18,4.56,1.461,301,0,3,203.1,200,20,97,195
176,Rich Loiselle,2002-01-02,St. Louis Cardinals,PIT,30,-0.9,6,202,9,0,2,0,2,0,0,.222,.222,.333,.556,9,18,4.38,1.629,202,3,49,224.0,241,22,124,178
177,Chris Stynes,2002-01-02,Chicago Cubs,BOS,29,3.5,7,518,1526,239,445,34,150,45,113,.292,.344,.410,.754,,,,,,,,,,,,
178,Mike Williams,2002-01-02,Pittsburgh Pirates,HOU,33,1.9,10,342,107,7,17,0,7,1,3,.159,.182,.178,.359,29,41,4.43,1.436,341,55,70,644.0,644,78,281,502
179,Mike Johnson,2001-12-31,Los Angeles Dodgers,TEX,26,-0.3,5,81,43,3,7,0,5,0,1,.163,.182,.163,.345,7,14,6.85,1.638,81,32,2,218.0,254,47,103,147
180,Wilson Delgado,2001-12-30,St. Louis Cardinals,KCR,29,0.4,6,137,265,34,65,1,18,4,21,.245,.306,.287,.593,,,,,,,,,,,,
181,Angel Echevarria,2001-12-28,Chicago Cubs,MIL,31,-1.3,6,278,445,56,122,18,69,1,38,.274,.341,.452,.793,,,,,,,,,,,,
182,Bryan Corey,2001-12-27,Los Angeles Dodgers,SDP,28,,1,3,0,0,0,0,0,0,0,,,,,0,0,9.00,2.000,3,0,0,4.0,6,1,2,1
183,Alan Embree,2001-12-27,San Diego Padres,CHW,32,0.4,8,364,2,0,0,0,0,0,1,.000,.333,.000,.333,18,19,4.86,1.413,364,4,4,346.0,333,47,156,317
184,Todd Williams,2001-12-27,Los Angeles Dodgers,NYY,31,0.3,4,50,4,0,1,0,0,0,0,.250,.250,.250,.500,3,3,5.37,1.789,50,0,0,53.2,67,6,29,32
185,Jonathan Johnson,2001-12-26,Arizona Diamondbacks,ARI,27,-0.7,4,22,0,0,0,0,0,0,0,,,,,1,1,7.71,2.014,22,1,0,46.2,61,5,33,40
186,Danny Ardoin,2001-12-22,Kansas City Royals,MIN,27,-0.2,1,15,32,4,4,1,5,0,8,.125,.300,.250,.550,,,,,,,,,,,,
187,Kirk Bullinger,2001-12-21,Houston Astros,CHW,32,0.0,3,15,1,0,0,0,0,0,0,.000,.000,.000,.000,1,0,7.30,1.784,15,0,0,12.1,20,1,2,6
188,Mike Caruso,2001-12-21,Cincinnati Reds,TBD,25,-1.6,2,269,1052,141,292,7,90,34,34,.278,.305,.343,.649,,,,,,,,,,,,
189,Johnny Damon,2001-12-21,Boston Red Sox,OAK,28,13.9,7,958,3701,612,1059,74,401,183,336,.286,.346,.425,.771,,,,,,,,,,,,
190,Craig Dingman,2001-12-21,Cincinnati Reds,COL,28,-0.6,2,17,0,0,0,0,0,0,0,,,,,0,0,9.33,1.909,17,0,1,18.1,29,5,6,10
191,Alex Hernandez,2001-12-21,Cincinnati Reds,PIT,25,-1.0,2,27,71,4,13,1,5,1,0,.183,.183,.268,.451,,,,,,,,,,,,
192,Brandon Kolb,2001-12-21,Cincinnati Reds,MIL,28,-0.6,2,21,2,1,0,0,0,0,0,.000,.000,.000,.000,0,1,7.99,2.155,21,0,0,23.2,32,6,19,20
193,Steve Lomasney,2001-12-21,Boston Red Sox,BOS,24,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,
194,Hideo Nomo,2001-12-21,Los Angeles Dodgers,BOS,33,8.2,7,217,327,13,49,1,19,0,5,.150,.162,.199,.361,82,71,4.05,1.315,216,214,0,1348.2,1162,163,612,1432
195,Juan Acevedo,2001-12-20,Detroit Tigers,FLA,32,0.2,6,263,65,4,6,0,0,0,3,.092,.132,.123,.255,26,30,4.41,1.449,263,34,19,457.0,477,62,185,279
196,Albie Lopez,2001-12-20,Atlanta Braves,ARI,30,4.5,9,252,37,0,1,0,0,0,2,.027,.100,.027,.127,42,52,4.75,1.493,252,88,4,763.0,831,104,308,504
197,Everett Stull,2001-12-20,Milwaukee Brewers,MIL,30,-0.4,3,24,9,0,0,0,0,0,1,.000,.100,.000,.100,2,4,6.65,1.817,24,4,0,47.1,50,8,36,35
198,Moises Alou,2001-12-19,Chicago Cubs,HOU,35,5.5,10,1181,4238,696,1297,202,834,81,446,.306,.372,.524,.896,,,,,,,,,,,,
199,Dave Burba,2001-12-19,Texas Rangers,CLE,35,6.6,12,408,175,10,25,3,12,0,10,.143,.198,.200,.398,105,80,4.46,1.435,408,211,1,1512.0,1510,173,660,1218
200,John Burkett,2001-12-19,Boston Red Sox,ATL,37,6.1,13,385,536,22,50,0,18,0,26,.093,.137,.104,.241,141,119,4.23,1.338,384,364,1,2293.2,2465,212,603,1535
201,Dennis Cook,2001-12-19,Anaheim Angels,PHI,39,0.8,14,632,110,15,29,2,9,0,3,.264,.283,.355,.638,63,45,3.93,1.325,628,71,9,987.2,929,128,380,726
202,Mark Johnson,2001-12-19,New York Mets,NYM,34,0.2,6,386,937,137,222,37,133,12,145,.237,.342,.409,.750,,,,,,,,,,,,
203,Adam Riggs,2001-12-19,Detroit Tigers,SDP,29,-0.2,2,21,56,5,11,0,2,2,6,.196,.274,.232,.506,,,,,,,,,,,,
204,Nerio Rodriguez,2001-12-19,Cleveland Indians,CLE,31,-0.2,4,29,0,0,0,0,0,0,0,,,,,4,6,6.49,1.618,29,7,0,68.0,76,7,34,36
205,Danny Bautista,2001-12-18,Arizona Diamondbacks,ARI,30,1.6,9,626,1540,202,403,41,195,24,82,.262,.300,.406,.706,,,,,,,,,,,,
206,Matt DeWitt,2001-12-18,San Diego Padres,TOR,24,0.1,2,24,0,0,0,0,0,0,0,,,,,1,2,5.79,1.867,24,0,0,32.2,42,6,19,19
207,Jason Giambi,2001-12-18,New York Yankees,OAK,31,22.8,7,953,3398,601,1048,187,675,9,586,.308,.412,.545,.957,,,,,,,,,,,,
208,Sterling Hitchcock,2001-12-18,New York Yankees,NYY,31,2.6,10,222,191,14,18,0,5,0,7,.094,.126,.094,.221,67,67,4.75,1.424,222,187,3,1137.1,1204,158,416,884
209,Chuck Knoblauch,2001-12-18,Kansas City Royals,NYY,33,4.7,11,1552,6066,1091,1776,92,593,388,776,.293,.382,.411,.793,,,,,,,,,,,,
210,Brian Lesher,2001-12-18,Toronto Blue Jays,MIL,31,0.3,4,84,225,29,54,9,36,5,15,.240,.287,.418,.705,,,,,,,,,,,,
211,Tino Martinez,2001-12-18,St. Louis Cardinals,NYY,34,4.7,12,1466,5363,774,1468,263,1002,18,565,.274,.343,.481,.824,,,,,,,,,,,,
212,Dave Maurer,2001-12-18,Cleveland Indians,OAK,27,-0.0,2,17,1,0,0,0,0,0,0,.000,.000,.000,.000,1,0,5.49,1.627,17,0,0,19.2,23,3,9,17
213,Chad Mottola,2001-12-18,Toronto Blue Jays,FLA,30,-0.2,3,43,95,12,19,3,9,2,8,.200,.267,.326,.593,,,,,,,,,,,,
214,Chris Peters,2001-12-18,Toronto Blue Jays,NYY,30,-0.5,6,136,101,11,22,0,7,2,3,.218,.240,.228,.468,19,25,4.81,1.520,136,49,2,379.2,420,54,157,224
215,Jason Schmidt,2001-12-18,San Francisco Giants,SFG,29,4.6,7,162,282,12,27,2,12,0,14,.096,.138,.131,.269,56,54,4.50,1.463,162,153,0,949.2,984,95,405,728
216,Jeff Barry,2001-12-17,Florida Marlins,CHW,32,-0.9,6,,,,,,,,,,,,,,,,,,,,,,,,
217,Roger Cedeno,2001-12-17,New York Mets,DET,27,2.7,7,671,1922,317,541,23,165,169,218,.281,.355,.380,.736,,,,,,,,,,,,
218,Derrin Ebert,2001-12-17,Milwaukee Brewers,BOS,25,-0.1,2,,,,,,,,,,,,,,,,,,,,,,,,
219,Julio Franco,2001-12-17,Atlanta Braves,ATL,43,0.7,17,1916,7334,1117,2204,144,992,260,763,.301,.366,.418,.784,,,,,,,,,,,,
220,Derrick Gibson,2001-12-17,Milwaukee Brewers,ARI,27,-0.1,3,,,,,,,,,,,,,,,,,,,,,,,,
221,Ricky Gutierrez,2001-12-17,Cleveland Indians,CHC,32,3.4,9,964,3126,423,835,34,308,49,333,.267,.342,.355,.697,,,,,,,,,,,,
222,Yamid Haad,2001-12-17,Tampa Bay Devil Rays,PIT,24,-0.0,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,,,
223,Rondell White,2001-12-17,New York Yankees,CHC,30,7.4,9,856,3146,470,929,120,441,89,231,.295,.351,.484,.835,,,,,,,,,,,,
224,Brian O'Connor,2001-12-16,Pittsburgh Pirates,PIT,25,-0.2,1,,,,,,,,,,,,,,,,,,,,,,,,
225,Dave Hollins,2001-12-15,Philadelphia Phillies,CLE,36,-0.5,11,969,3329,577,868,112,482,47,464,.261,.359,.422,.781,,,,,,,,,,,,
226,Todd Pratt,2001-12-15,Philadelphia Phillies,PHI,35,1.6,9,413,943,117,232,28,130,3,113,.246,.334,.390,.724,,,,,,,,,,,,
227,Johnny Ruffin,2001-12-15,Kansas City Royals,CIN,30,-0.5,6,139,17,1,3,0,0,1,0,.176,.176,.176,.353,10,6,4.13,1.429,139,0,3,196.0,187,25,93,163
228,Amaury Telemaco,2001-12-15,Philadelphia Phillies,PHI,28,-1.7,6,162,98,5,10,0,3,0,6,.102,.152,.133,.285,22,28,5.13,1.409,162,56,0,450.2,475,73,160,295
229,Will Cunnane,2001-12-14,Chicago Cubs,MIL,28,-0.5,5,141,31,4,6,0,4,0,2,.194,.242,.290,.533,9,8,5.35,1.663,139,12,0,215.1,253,28,105,173
230,Marty Malloy,2001-12-14,Florida Marlins,CIN,30,,1,11,28,3,5,1,1,0,2,.179,.233,.321,.555,,,,,,,,,,,,
231,Chris Brock,2001-12-13,Baltimore Orioles,PHI,32,1.5,5,126,61,5,12,1,7,0,3,.197,.234,.262,.497,16,16,4.82,1.485,126,30,1,291.0,309,50,123,206
232,Craig Paquette,2001-12-13,Detroit Tigers,STL,33,0.9,9,731,2306,282,566,95,357,26,110,.245,.281,.426,.707,,,,,,,,,,,,
233,Jay Powell,2001-12-13,Texas Rangers,COL,30,1.5,7,383,12,0,2,0,1,0,0,.167,.167,.167,.333,29,20,3.81,1.456,382,0,22,406.2,393,27,199,330
234,David Weathers,2001-12-13,New York Mets,CHC,32,4.9,11,403,131,7,14,2,4,0,7,.107,.158,.153,.311,38,46,4.81,1.572,400,67,7,768.2,863,70,345,537
235,Norm Charlton,2001-12-12,Seattle Mariners,SEA,39,0.8,13,608,87,6,8,0,1,0,3,.092,.151,.115,.265,51,54,3.71,1.342,605,37,97,899.1,798,70,409,808
236,Vinny Castilla,2001-12-11,Atlanta Braves,HOU,34,1.7,11,1187,4385,609,1262,234,744,24,272,.288,.331,.504,.835,,,,,,,,,,,,
237,Jason Isringhausen,2001-12-11,St. Louis Cardinals,OAK,29,3.8,6,211,97,10,19,2,11,0,5,.196,.238,.299,.537,28,29,4.13,1.438,211,52,76,499.1,503,42,215,376
238,Gregg Zaun,2001-12-11,Houston Astros,KCR,31,2.3,7,429,1136,141,287,26,141,17,156,.253,.345,.383,.727,,,,,,,,,,,,
239,Charlie Greene,2001-12-10,Florida Marlins,ATL,31,-0.4,5,,,,,,,,,,,,,,,,,,,,,,,,
240,Bill Selby,2001-12-10,Cleveland Indians,CIN,32,-0.7,3,106,233,27,58,5,22,1,15,.249,.299,.373,.672,,,,,,,,,,,,
241,Pete Walker,2001-12-10,New York Mets,NYM,33,-0.1,4,19,1,0,0,0,0,0,0,.000,.000,.000,.000,1,0,6.07,1.753,19,0,0,29.2,40,4,12,12
242,Brian Shouse,2001-12-08,Kansas City Royals,HOU,33,,2,13,0,0,0,0,0,0,0,,,,,0,1,6.75,1.833,13,0,0,12.0,16,3,6,8
243,Luis Alicea,2001-12-07,Kansas City Royals,KCR,36,1.4,12,1247,3734,523,977,46,399,79,468,.262,.347,.374,.722,,,,,,,,,,,,
244,Bret Boone,2001-12-07,Seattle Mariners,SEA,33,9.2,10,1230,4534,621,1202,162,677,52,347,.265,.321,.435,.756,,,,,,,,,,,,
245,Chris Gomez,2001-12-07,Tampa Bay Devil Rays,TBD,31,-0.2,9,892,2871,323,722,41,313,25,295,.251,.325,.352,.677,,,,,,,,,,,,
246,Steve Karsay,2001-12-07,New York Yankees,ATL,30,6.5,7,244,3,1,0,0,0,0,0,.000,.000,.000,.000,25,34,4.00,1.366,243,40,29,477.1,495,44,157,370
247,Randy Knorr,2001-12-07,Montreal Expos,MON,33,-1.1,11,253,676,82,153,24,88,0,47,.226,.278,.382,.660,,,,,,,,,,,,
248,Javy Lopez,2001-12-07,Atlanta Braves,ATL,31,6.0,10,918,3199,388,917,160,533,8,212,.287,.335,.489,.825,,,,,,,,,,,,
249,Mendy Lopez,2001-12-07,Pittsburgh Pirates,PIT,28,-0.1,4,117,287,28,72,2,25,5,19,.251,.302,.345,.647,,,,,,,,,,,,
250,Mark McLemore,2001-12-07,Seattle Mariners,SEA,37,6.6,16,1552,5296,826,1377,42,516,249,735,.260,.349,.340,.688,,,,,,,,,,,,
251,Orlando Merced,2001-12-07,Houston Astros,HOU,35,0.8,11,1145,3535,509,987,94,529,50,446,.279,.359,.428,.788,,,,,,,,,,,,
252,Luis Ordaz,2001-12-07,Chicago Cubs,KCR,26,-0.9,5,172,344,40,75,0,26,10,22,.218,.266,.250,.516,,,,,,,,,,,,
253,Jesse Orosco,2001-12-07,Los Angeles Dodgers,LAD,45,-0.1,22,1131,59,2,10,0,4,0,7,.169,.250,.169,.419,84,76,3.04,1.246,1131,4,141,1234.1,990,105,548,1128
254,Benito Santiago,2001-12-07,San Francisco Giants,SFG,37,1.0,16,1689,5874,630,1531,184,767,86,366,.261,.305,.411,.716,,,,,,,,,,,,
255,Marty Cordova,2001-12-06,Baltimore Orioles,CLE,32,2.2,7,812,2931,420,815,103,472,55,274,.278,.346,.451,.797,,,,,,,,,,,,
256,Ryan Thompson,2001-12-06,Milwaukee Brewers,MON,34,-0.3,8,354,1120,149,271,44,152,8,83,.242,.302,.422,.725,,,,,,,,,,,,
257,Jason Christiansen,2001-12-05,San Francisco Giants,SFG,32,1.3,7,355,10,0,1,0,1,0,0,.100,.100,.100,.200,17,21,4.07,1.402,354,0,13,321.0,289,26,161,318
258,Delino DeShields,2001-12-04,Chicago Cubs,CHC,33,4.8,12,1548,5633,852,1520,77,551,453,733,.270,.354,.379,.733,,,,,,,,,,,,
259,John Smoltz HOF,2001-12-04,Atlanta Braves,ATL,35,6.0,13,404,734,69,127,5,51,3,70,.173,.248,.223,.471,160,116,3.35,1.184,392,361,10,2473.1,2145,202,784,2155
260,Kevin Beirne,2001-12-03,Los Angeles Dodgers,TOR,28,-0.8,2,34,0,0,0,0,0,0,0,,,,,1,3,7.46,1.571,34,1,0,56.2,63,10,26,46
261,Brian Hunter,2001-12-03,Houston Astros,PHI,31,0.5,8,846,3048,455,805,22,208,255,221,.264,.313,.342,.656,,,,,,,,,,,,
262,Jose Vizcaino,2001-12-03,Houston Astros,HOU,34,0.1,13,1288,4097,498,1106,22,353,68,294,.270,.319,.339,.657,,,,,,,,,,,,
263,Walt McKeel,2001-12-01,Colorado Rockies,COL,30,,2,6,3,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,,,
264,Juan Alvarez,2001-11-30,Texas Rangers,ANA,28,-0.1,2,19,0,0,0,0,0,0,0,,,,,0,1,10.00,2.889,19,0,0,9.0,15,3,11,6
265,Brian Powell,2001-11-30,Detroit Tigers,HOU,28,-0.1,3,28,11,2,2,0,0,0,1,.182,.250,.273,.523,5,10,6.48,1.627,28,22,0,118.0,140,26,52,63
266,Andy Sheets,2001-11-29,Tampa Bay Devil Rays,TBD,30,-2.1,6,315,811,100,170,15,91,14,64,.210,.266,.314,.580,,,,,,,,,,,,
267,Jason Boyd,2001-11-28,San Diego Padres,PHI,29,-0.5,2,34,1,0,0,0,0,0,0,.000,.000,.000,.000,0,1,6.13,1.765,34,0,0,39.2,44,2,26,36
268,Gabe Molina,2001-11-28,St. Louis Cardinals,FLA,27,-0.8,2,31,0,0,0,0,0,0,0,,,,,1,2,7.58,2.000,31,0,0,38.0,50,7,26,23
269,Peter Munro,2001-11-28,Houston Astros,TEX,27,-0.4,2,40,1,0,0,0,0,0,0,.000,.000,.000,.000,1,3,6.00,1.815,40,5,0,81.0,108,7,39,54
270,Todd Van Poppel,2001-11-26,Texas Rangers,CHC,30,3.4,8,245,30,4,5,0,1,0,1,.167,.194,.200,.394,30,43,5.50,1.583,245,82,3,670.2,677,99,385,520
271,Andy Abad,2001-11-25,Florida Marlins,OAK,29,-0.0,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,,,
272,Rodrigo Lopez,2001-11-23,Baltimore Orioles,SDP,26,-0.7,1,6,9,1,1,0,0,0,0,.111,.111,.111,.222,0,3,8.76,2.149,6,6,0,24.2,40,5,13,17
273,Michael Coleman,2001-11-21,Boston Red Sox,NYY,26,-0.6,3,22,67,8,13,1,9,1,1,.194,.203,.254,.457,,,,,,,,,,,,
274,Mike Coolbaugh,2001-11-21,St. Louis Cardinals,MIL,30,-0.2,1,39,70,10,14,2,7,0,5,.200,.273,.371,.644,,,,,,,,,,,,
275,Dennis Springer,2001-11-21,Los Angeles Dodgers,LAD,37,-0.2,7,129,72,2,7,0,2,0,0,.097,.096,.111,.207,24,47,5.17,1.463,129,98,1,654.0,701,108,256,295
276,Joe Borowski,2001-11-20,Chicago Cubs,CHC,31,-0.3,5,58,2,0,0,0,0,0,0,.000,.000,.000,.000,5,8,5.09,1.811,58,1,0,70.2,84,7,44,34
277,Gus Gandarillas,2001-11-20,Milwaukee Brewers,MIL,30,-0.0,1,16,0,0,0,0,0,0,0,,,,,0,0,5.49,1.780,16,0,0,19.2,25,2,10,7
278,Andrew Lorraine,2001-11-20,Milwaukee Brewers,PHI,29,-0.1,6,55,23,3,3,0,0,0,2,.130,.200,.174,.374,6,10,6.18,1.675,54,25,0,163.0,196,24,77,103
279,Izzy Molina,2001-11-20,Baltimore Orioles,TOR,31,,3,68,138,7,28,3,8,0,4,.203,.225,.319,.544,,,,,,,,,,,,
280,Eddie Oropesa,2001-11-20,Arizona Diamondbacks,PHI,30,-0.0,1,30,0,0,0,0,0,0,0,,,,,1,0,4.74,1.737,30,0,0,19.0,16,1,17,15
281,Hector Ortiz,2001-11-20,Kansas City Royals,KCR,32,1.1,3,86,246,28,72,0,16,1,17,.293,.343,.350,.693,,,,,,,,,,,,
282,Anthony Telford,2001-11-20,Texas Rangers,MON,36,1.3,8,313,23,0,4,0,3,0,1,.174,.208,.217,.426,20,24,4.04,1.404,313,9,7,431.2,445,45,161,312
283,Jorge Fabregas,2001-11-19,Anaheim Angels,ANA,32,-0.0,8,581,1672,140,413,20,189,4,106,.247,.290,.320,.610,,,,,,,,,,,,
284,Chris Hammond,2001-11-19,Atlanta Braves,ATL,36,,9,194,234,30,48,4,14,0,27,.205,.286,.295,.581,46,55,4.54,1.440,191,136,1,843.2,902,81,313,513
285,Kevin Orie,2001-11-19,Chicago Cubs,PHI,29,1.4,3,303,983,113,244,22,111,5,93,.248,.320,.390,.710,,,,,,,,,,,,
286,Jimmy Osting,2001-11-19,Milwaukee Brewers,SDP,25,0.1,1,3,0,0,0,0,0,0,0,,,,,0,0,0.00,1.500,3,0,0,2.0,1,0,2,3
287,Chris Petersen,2001-11-19,Atlanta Braves,ARI,31,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,
288,Matt Skrmetta,2001-11-19,Kansas City Royals,CIN,29,-1.0,1,,,,,,,,,,,,,,,,,,,,,,,,
289,Kevin Tolar,2001-11-18,Pittsburgh Pirates,DET,31,0.0,2,14,0,0,0,0,0,0,0,,,,,0,0,5.93,1.610,14,0,0,13.2,8,0,14,14
290,Toby Borland,2001-11-16,Florida Marlins,ANA,33,-0.2,6,167,12,1,1,0,2,0,0,.083,.077,.083,.160,9,8,4.11,1.531,167,0,8,228.0,228,17,121,178
291,Ryan McGuire,2001-11-16,Baltimore Orioles,FLA,30,-0.4,5,351,605,64,131,7,53,3,86,.217,.312,.319,.631,,,,,,,,,,,,
292,Willie Morales,2001-11-16,Arizona Diamondbacks,COL,29,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,
293,Julio Santana,2001-11-16,Detroit Tigers,SFG,29,-0.8,4,123,14,0,2,0,1,0,0,.143,.143,.143,.286,11,21,5.71,1.622,123,42,0,371.2,427,55,176,217
294,Mike Colangelo,2001-11-15,Oakland Athletics,SDP,25,-0.4,2,51,93,10,23,2,8,0,9,.247,.320,.409,.729,,,,,,,,,,,,
295,Greg Myers,2001-11-15,Oakland Athletics,OAK,36,0.7,14,908,2539,267,638,66,321,3,202,.251,.305,.384,.688,,,,,,,,,,,,
296,Kevin Witt,2001-11-15,Cincinnati Reds,SDP,26,-0.4,3,34,68,8,13,3,10,0,4,.191,.233,.338,.571,,,,,,,,,,,,
297,Brian Banks,2001-11-14,Florida Marlins,FLA,31,-0.9,4,161,318,48,78,8,37,6,36,.245,.319,.365,.684,,,,,,,,,,,,
298,Jason Dickson,2001-11-14,Tampa Bay Devil Rays,TOR,29,-0.2,5,,,,,,,,,,,,,,,,,,,,,,,,
299,Mike Porzio,2001-11-14,Chicago White Sox,CHW,29,0.0,1,16,0,0,0,0,0,0,0,,,,,0,0,8.59,2.114,16,0,0,14.2,21,5,10,10
300,Kevin Sefcik,2001-11-14,Tampa Bay Devil Rays,CLE,31,-0.5,7,425,771,92,212,6,56,21,80,.275,.351,.371,.722,,,,,,,,,,,,
301,Travis Smith,2001-11-14,St. Louis Cardinals,HOU,29,,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0.00,0.500,1,0,0,2.0,1,0,0,1
302,Rob Stanifer,2001-11-13,Boston Red Sox,CHC,30,-0.6,4,,,,,,,,,,,,,,,,,,,,,,,,
303,Juan Sosa,2001-11-12,Detroit Tigers,ARI,26,-0.2,2,13,10,3,2,0,0,0,2,.200,.333,.200,.533,,,,,,,,,,,,
304,Santiago Perez,2001-11-11,Texas Rangers,SDP,26,-0.5,2,67,133,21,25,0,6,9,23,.188,.308,.211,.519,,,,,,,,,,,,
305,Matt Franco,2001-11-08,Atlanta Braves,NYM,32,-0.7,6,468,638,74,163,13,72,1,86,.255,.344,.359,.703,,,,,,,,,,,,
306,Ryan Freel,2001-11-08,Tampa Bay Devil Rays,TOR,26,0.0,1,9,22,1,6,0,3,2,1,.273,.333,.318,.652,,,,,,,,,,,,
307,Adam Melhuse,2001-11-08,Chicago Cubs,COL,30,-1.1,2,64,95,8,17,1,12,1,9,.179,.245,.253,.498,,,,,,,,,,,,
308,Trever Miller,2001-11-08,Cincinnati Reds,BOS,29,-1.0,4,105,6,1,1,0,0,0,0,.167,.167,.333,.500,5,6,5.43,1.765,105,5,2,136.0,170,16,70,86
309,Rocky Coppinger,2001-11-07,Oakland Athletics,MIL,28,-0.0,5,82,8,0,1,0,1,0,0,.125,.125,.125,.250,17,11,5.47,1.601,82,32,0,241.2,247,48,140,210
310,David Lamb,2001-11-07,Minnesota Twins,FLA,27,-0.7,2,62,129,19,29,1,13,0,11,.225,.286,.302,.588,,,,,,,,,,,,
311,Brandon Villafuerte,2001-11-07,San Diego Padres,TEX,26,-0.4,2,9,0,0,0,0,0,0,0,,,,,0,0,12.60,2.400,9,0,0,10.0,16,3,8,5
312,Jesse Levis,2001-11-06,Cincinnati Reds,MIL,34,-0.4,9,319,654,66,167,3,60,2,76,.255,.336,.307,.643,,,,,,,,,,,,
313,Jamie Walker,2001-11-06,Detroit Tigers,CLE,30,,2,56,0,0,0,0,0,0,0,,,,,3,4,6.71,1.641,56,2,0,60.1,76,11,23,39
314,Dan Serafini,2001-11-03,Anaheim Angels,MIL,28,-0.5,5,91,37,2,3,0,2,0,3,.081,.150,.081,.231,14,13,6.06,1.697,91,29,1,233.1,294,32,102,114
315,Todd Dunwoody,2001-11-02,Cleveland Indians,CHC,27,-2.9,5,293,909,98,213,11,81,13,51,.234,.278,.350,.628,,,,,,,,,,,,
316,Mike Hubbard,2001-11-02,Baltimore Orioles,TEX,31,-0.0,6,104,192,11,32,4,11,0,4,.167,.187,.240,.426,,,,,,,,,,,,
317,Juan Melo,2001-11-02,San Francisco Giants,SFG,25,-0.2,1,,,,,,,,,,,,,,,,,,,,,,,,
